//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 750 2,5dpa anneal.wip
GraphName = REFEL Si 750 2,5dpa--Spectrum--002--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 3143.30000002328
PositionY = 9653.70000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 750 2,5dpa--Spectrum--002--Spec.Data 1
 3.45199E+03	 1.39036E+03
 3.45389E+03	 1.38778E+03
 3.45579E+03	 1.38718E+03
 3.45770E+03	 1.38884E+03
 3.45960E+03	 1.38872E+03
 3.46150E+03	 1.38992E+03
 3.46340E+03	 1.38702E+03
 3.46530E+03	 1.38796E+03
 3.46721E+03	 1.38850E+03
 3.46911E+03	 1.38938E+03
 3.47101E+03	 1.38802E+03
 3.47290E+03	 1.38818E+03
 3.47480E+03	 1.38770E+03
 3.47670E+03	 1.38942E+03
 3.47860E+03	 1.38952E+03
 3.48050E+03	 1.38878E+03
 3.48239E+03	 1.38746E+03
 3.48429E+03	 1.38830E+03
 3.48618E+03	 1.38606E+03
 3.48808E+03	 1.38700E+03
 3.48997E+03	 1.38376E+03
 3.49187E+03	 1.38792E+03
 3.49376E+03	 1.39028E+03
 3.49565E+03	 1.38772E+03
 3.49755E+03	 1.38950E+03
 3.49944E+03	 1.38804E+03
 3.50133E+03	 1.38642E+03
 3.50322E+03	 1.38804E+03
 3.50511E+03	 1.38596E+03
 3.50700E+03	 1.38710E+03
 3.50889E+03	 1.38666E+03
 3.51078E+03	 1.38706E+03
 3.51267E+03	 1.38612E+03
 3.51456E+03	 1.38694E+03
 3.51645E+03	 1.38852E+03
 3.51833E+03	 1.38818E+03
 3.52022E+03	 1.38642E+03
 3.52211E+03	 1.38508E+03
 3.52399E+03	 1.38552E+03
 3.52588E+03	 1.38458E+03
 3.52776E+03	 1.38672E+03
 3.52965E+03	 1.38492E+03
 3.53153E+03	 1.38696E+03
 3.53341E+03	 1.38692E+03
 3.53530E+03	 1.38648E+03
 3.53718E+03	 1.38632E+03
 3.53906E+03	 1.38440E+03
 3.54094E+03	 1.38554E+03
 3.54282E+03	 1.38562E+03
 3.54470E+03	 1.38688E+03
 3.54658E+03	 1.38670E+03
 3.54846E+03	 1.38506E+03
 3.55034E+03	 1.38556E+03
 3.55222E+03	 1.38512E+03
 3.55410E+03	 1.38576E+03
 3.55598E+03	 1.38660E+03
 3.55785E+03	 1.38558E+03
 3.55973E+03	 1.38596E+03
 3.56161E+03	 1.38544E+03
 3.56348E+03	 1.38532E+03
 3.56536E+03	 1.38572E+03
 3.56723E+03	 1.38708E+03
 3.56910E+03	 1.38340E+03
 3.57098E+03	 1.38436E+03
 3.57285E+03	 1.38384E+03
 3.57472E+03	 1.38404E+03
 3.57660E+03	 1.38508E+03
 3.57847E+03	 1.38486E+03
 3.58034E+03	 1.38646E+03
 3.58221E+03	 1.38574E+03
 3.58408E+03	 1.38300E+03
 3.58595E+03	 1.38494E+03
 3.58782E+03	 1.38428E+03
 3.58969E+03	 1.38422E+03
 3.59156E+03	 1.38390E+03
 3.59342E+03	 1.38418E+03
 3.59529E+03	 1.38378E+03
 3.59716E+03	 1.38436E+03
 3.59902E+03	 1.38506E+03
 3.60089E+03	 1.38262E+03
 3.60275E+03	 1.38308E+03
 3.60462E+03	 1.38218E+03
 3.60648E+03	 1.38336E+03
 3.60835E+03	 1.38212E+03
 3.61021E+03	 1.38174E+03
 3.61207E+03	 1.38540E+03
 3.61394E+03	 1.38280E+03
 3.61580E+03	 1.38364E+03
 3.61766E+03	 1.38208E+03
 3.61952E+03	 1.38426E+03
 3.62138E+03	 1.38420E+03
 3.62324E+03	 1.38272E+03
 3.62510E+03	 1.38258E+03
 3.62696E+03	 1.38104E+03
 3.62882E+03	 1.38340E+03
 3.63068E+03	 1.38178E+03
 3.63254E+03	 1.38166E+03
 3.63439E+03	 1.38268E+03
 3.63625E+03	 1.38158E+03
 3.63811E+03	 1.38128E+03
 3.63996E+03	 1.38078E+03
 3.64182E+03	 1.38078E+03
 3.64367E+03	 1.38296E+03
 3.64553E+03	 1.38162E+03
 3.64738E+03	 1.38220E+03
 3.64923E+03	 1.38402E+03
 3.65109E+03	 1.37950E+03
 3.65294E+03	 1.38226E+03
 3.65479E+03	 1.38134E+03
 3.65664E+03	 1.37980E+03
 3.65849E+03	 1.38180E+03
 3.66034E+03	 1.38122E+03
 3.66219E+03	 1.38086E+03
 3.66404E+03	 1.38248E+03
 3.66589E+03	 1.38186E+03
 3.66774E+03	 1.38400E+03
 3.66959E+03	 1.38112E+03
 3.67144E+03	 1.38252E+03
 3.67328E+03	 1.38092E+03
 3.67513E+03	 1.38150E+03
 3.67698E+03	 1.38032E+03
 3.67882E+03	 1.38074E+03
 3.68067E+03	 1.38122E+03
 3.68251E+03	 1.38280E+03
 3.68436E+03	 1.38144E+03
 3.68620E+03	 1.38214E+03
 3.68804E+03	 1.38158E+03
 3.68989E+03	 1.38120E+03
 3.69173E+03	 1.38312E+03
 3.69357E+03	 1.38174E+03
 3.69541E+03	 1.38202E+03
 3.69725E+03	 1.37898E+03
 3.69909E+03	 1.38090E+03
 3.70093E+03	 1.37998E+03
 3.70277E+03	 1.38168E+03
 3.70461E+03	 1.38062E+03
 3.70645E+03	 1.37820E+03
 3.70829E+03	 1.37868E+03
 3.71013E+03	 1.38006E+03
 3.71197E+03	 1.37950E+03
 3.71380E+03	 1.37892E+03
 3.71564E+03	 1.37960E+03
 3.71747E+03	 1.37772E+03
 3.71931E+03	 1.37880E+03
 3.72115E+03	 1.38018E+03
 3.72298E+03	 1.37996E+03
 3.72481E+03	 1.38006E+03
 3.72665E+03	 1.37856E+03
 3.72848E+03	 1.37902E+03
 3.73031E+03	 1.37886E+03
 3.73214E+03	 1.37962E+03
