//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 750 2,5dpa anneal.wip
GraphName = REFEL Si 750 2,5dpa RT End No Window--Spectrum--030--Spec.Data 1 DAN
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 3972.40000002328
PositionY = 10071.2000000233
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 750 2,5dpa RT End No Window--Spectrum--030--Spec.Data 1 DAN
 3.49944E+03	 1.47020E+03
 3.50133E+03	 1.46794E+03
 3.50322E+03	 1.46990E+03
 3.50511E+03	 1.46982E+03
 3.50700E+03	 1.46982E+03
 3.50889E+03	 1.46972E+03
 3.51078E+03	 1.46670E+03
 3.51267E+03	 1.46880E+03
 3.51456E+03	 1.46704E+03
 3.51645E+03	 1.46918E+03
 3.51833E+03	 1.46786E+03
 3.52022E+03	 1.46924E+03
 3.52211E+03	 1.46848E+03
 3.52399E+03	 1.46974E+03
 3.52588E+03	 1.47032E+03
 3.52776E+03	 1.46684E+03
 3.52965E+03	 1.46752E+03
 3.53153E+03	 1.46574E+03
 3.53341E+03	 1.46880E+03
 3.53530E+03	 1.46658E+03
 3.53718E+03	 1.46558E+03
 3.53906E+03	 1.46434E+03
 3.54094E+03	 1.46506E+03
 3.54282E+03	 1.46754E+03
 3.54470E+03	 1.46652E+03
 3.54658E+03	 1.46726E+03
 3.54846E+03	 1.46698E+03
 3.55034E+03	 1.46440E+03
 3.55222E+03	 1.46132E+03
 3.55410E+03	 1.46740E+03
 3.55598E+03	 1.46744E+03
 3.55785E+03	 1.46744E+03
 3.55973E+03	 1.46560E+03
 3.56161E+03	 1.46264E+03
 3.56348E+03	 1.46578E+03
 3.56536E+03	 1.46556E+03
 3.56723E+03	 1.46594E+03
 3.56910E+03	 1.46546E+03
 3.57098E+03	 1.46476E+03
 3.57285E+03	 1.46332E+03
 3.57472E+03	 1.46264E+03
 3.57660E+03	 1.46348E+03
 3.57847E+03	 1.46178E+03
 3.58034E+03	 1.46516E+03
 3.58221E+03	 1.46328E+03
 3.58408E+03	 1.46238E+03
 3.58595E+03	 1.46136E+03
 3.58782E+03	 1.46396E+03
 3.58969E+03	 1.46414E+03
 3.59156E+03	 1.46044E+03
 3.59342E+03	 1.46336E+03
 3.59529E+03	 1.46210E+03
 3.59716E+03	 1.46242E+03
 3.59902E+03	 1.46426E+03
 3.60089E+03	 1.46008E+03
 3.60275E+03	 1.46342E+03
 3.60462E+03	 1.46096E+03
 3.60648E+03	 1.46060E+03
 3.60835E+03	 1.45784E+03
 3.61021E+03	 1.46098E+03
 3.61207E+03	 1.45602E+03
 3.61394E+03	 1.45922E+03
 3.61580E+03	 1.45800E+03
 3.61766E+03	 1.45908E+03
 3.61952E+03	 1.45862E+03
 3.62138E+03	 1.45930E+03
 3.62324E+03	 1.46134E+03
 3.62510E+03	 1.45834E+03
 3.62696E+03	 1.45928E+03
 3.62882E+03	 1.45700E+03
 3.63068E+03	 1.45778E+03
 3.63254E+03	 1.45512E+03
 3.63439E+03	 1.45842E+03
 3.63625E+03	 1.45890E+03
 3.63811E+03	 1.45416E+03
 3.63996E+03	 1.45504E+03
 3.64182E+03	 1.45458E+03
 3.64367E+03	 1.45556E+03
 3.64553E+03	 1.45500E+03
 3.64738E+03	 1.45676E+03
 3.64923E+03	 1.45910E+03
 3.65109E+03	 1.45588E+03
 3.65294E+03	 1.45630E+03
 3.65479E+03	 1.45768E+03
 3.65664E+03	 1.45842E+03
 3.65849E+03	 1.45596E+03
 3.66034E+03	 1.45784E+03
 3.66219E+03	 1.45682E+03
 3.66404E+03	 1.45628E+03
 3.66589E+03	 1.45570E+03
 3.66774E+03	 1.45394E+03
 3.66959E+03	 1.45660E+03
 3.67144E+03	 1.45438E+03
 3.67328E+03	 1.45188E+03
 3.67513E+03	 1.45270E+03
 3.67698E+03	 1.45362E+03
 3.67882E+03	 1.45224E+03
 3.68067E+03	 1.45502E+03
 3.68251E+03	 1.45506E+03
 3.68436E+03	 1.45452E+03
 3.68620E+03	 1.45280E+03
 3.68804E+03	 1.45136E+03
 3.68989E+03	 1.45236E+03
 3.69173E+03	 1.45662E+03
 3.69357E+03	 1.44952E+03
 3.69541E+03	 1.45422E+03
 3.69725E+03	 1.45078E+03
 3.69909E+03	 1.44978E+03
 3.70093E+03	 1.45054E+03
 3.70277E+03	 1.45388E+03
 3.70461E+03	 1.45382E+03
 3.70645E+03	 1.45208E+03
 3.70829E+03	 1.45248E+03
 3.71013E+03	 1.45114E+03
 3.71197E+03	 1.45222E+03
 3.71380E+03	 1.45066E+03
 3.71564E+03	 1.44976E+03
 3.71747E+03	 1.45168E+03
 3.71931E+03	 1.45500E+03
 3.72115E+03	 1.45056E+03
 3.72298E+03	 1.44856E+03
 3.72481E+03	 1.44922E+03
 3.72665E+03	 1.44928E+03
 3.72848E+03	 1.44896E+03
 3.73031E+03	 1.44864E+03
 3.73214E+03	 1.44962E+03
