//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 750 2,5dpa anneal.wip
GraphName = REFEL Si 750 2,5dpa RT End No Window--Spectrum--029--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 3511.70000002328
PositionY = 9787.40000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 750 2,5dpa RT End No Window--Spectrum--029--Spec.Data 1
 3.44437E+03	 2.03230E+03
 3.44627E+03	 2.02010E+03
 3.44818E+03	 2.02300E+03
 3.45008E+03	 2.02410E+03
 3.45199E+03	 2.02364E+03
 3.45389E+03	 2.02534E+03
 3.45579E+03	 2.02350E+03
 3.45770E+03	 2.01784E+03
 3.45960E+03	 2.01498E+03
 3.46150E+03	 2.01310E+03
 3.46340E+03	 2.01526E+03
 3.46530E+03	 2.01432E+03
 3.46721E+03	 2.01080E+03
 3.46911E+03	 2.01630E+03
 3.47101E+03	 2.01004E+03
 3.47290E+03	 2.01330E+03
 3.47480E+03	 2.01074E+03
 3.47670E+03	 2.00288E+03
 3.47860E+03	 2.00928E+03
 3.48050E+03	 2.00626E+03
 3.48239E+03	 2.00824E+03
 3.48429E+03	 2.00772E+03
 3.48618E+03	 2.01310E+03
 3.48808E+03	 2.00696E+03
 3.48997E+03	 2.00466E+03
 3.49187E+03	 2.00704E+03
 3.49376E+03	 2.00750E+03
 3.49565E+03	 2.00264E+03
 3.49755E+03	 1.99826E+03
 3.49944E+03	 2.00782E+03
 3.50133E+03	 2.00250E+03
 3.50322E+03	 1.99680E+03
 3.50511E+03	 2.00634E+03
 3.50700E+03	 1.99546E+03
 3.50889E+03	 1.99344E+03
 3.51078E+03	 1.99270E+03
 3.51267E+03	 1.99588E+03
 3.51456E+03	 1.99514E+03
 3.51645E+03	 1.99922E+03
 3.51833E+03	 1.99408E+03
 3.52022E+03	 1.99592E+03
 3.52211E+03	 1.99318E+03
 3.52399E+03	 1.98694E+03
 3.52588E+03	 1.99144E+03
 3.52776E+03	 1.98550E+03
 3.52965E+03	 1.98980E+03
 3.53153E+03	 1.99584E+03
 3.53341E+03	 1.99872E+03
 3.53530E+03	 1.99804E+03
 3.53718E+03	 1.99064E+03
 3.53906E+03	 1.98988E+03
 3.54094E+03	 1.97964E+03
 3.54282E+03	 1.98932E+03
 3.54470E+03	 1.98672E+03
 3.54658E+03	 1.98328E+03
 3.54846E+03	 1.98008E+03
 3.55034E+03	 1.98188E+03
 3.55222E+03	 1.97892E+03
 3.55410E+03	 1.97944E+03
 3.55598E+03	 1.97700E+03
 3.55785E+03	 1.98366E+03
 3.55973E+03	 1.97972E+03
 3.56161E+03	 1.98086E+03
 3.56348E+03	 1.97852E+03
 3.56536E+03	 1.97616E+03
 3.56723E+03	 1.98132E+03
 3.56910E+03	 1.97376E+03
 3.57098E+03	 1.96532E+03
 3.57285E+03	 1.97522E+03
 3.57472E+03	 1.97458E+03
 3.57660E+03	 1.97468E+03
 3.57847E+03	 1.97648E+03
 3.58034E+03	 1.97822E+03
 3.58221E+03	 1.96752E+03
 3.58408E+03	 1.96764E+03
 3.58595E+03	 1.96750E+03
 3.58782E+03	 1.96962E+03
 3.58969E+03	 1.96690E+03
 3.59156E+03	 1.96208E+03
 3.59342E+03	 1.96164E+03
 3.59529E+03	 1.96638E+03
 3.59716E+03	 1.96594E+03
 3.59902E+03	 1.96110E+03
 3.60089E+03	 1.95484E+03
 3.60275E+03	 1.96390E+03
 3.60462E+03	 1.96456E+03
 3.60648E+03	 1.95612E+03
 3.60835E+03	 1.95942E+03
 3.61021E+03	 1.95574E+03
 3.61207E+03	 1.96858E+03
 3.61394E+03	 1.95268E+03
 3.61580E+03	 1.94984E+03
 3.61766E+03	 1.95476E+03
 3.61952E+03	 1.95276E+03
 3.62138E+03	 1.95760E+03
 3.62324E+03	 1.94784E+03
 3.62510E+03	 1.94756E+03
 3.62696E+03	 1.94694E+03
 3.62882E+03	 1.95124E+03
 3.63068E+03	 1.95008E+03
 3.63254E+03	 1.94300E+03
 3.63439E+03	 1.94218E+03
 3.63625E+03	 1.94186E+03
 3.63811E+03	 1.94998E+03
 3.63996E+03	 1.94126E+03
 3.64182E+03	 1.93742E+03
 3.64367E+03	 1.94600E+03
 3.64553E+03	 1.94234E+03
 3.64738E+03	 1.94400E+03
 3.64923E+03	 1.93976E+03
 3.65109E+03	 1.94072E+03
 3.65294E+03	 1.94630E+03
 3.65479E+03	 1.94190E+03
 3.65664E+03	 1.93724E+03
 3.65849E+03	 1.93946E+03
 3.66034E+03	 1.93804E+03
 3.66219E+03	 1.93518E+03
 3.66404E+03	 1.93640E+03
 3.66589E+03	 1.93782E+03
 3.66774E+03	 1.93422E+03
 3.66959E+03	 1.93828E+03
 3.67144E+03	 1.93392E+03
 3.67328E+03	 1.93838E+03
 3.67513E+03	 1.92328E+03
 3.67698E+03	 1.93240E+03
 3.67882E+03	 1.92708E+03
 3.68067E+03	 1.93590E+03
 3.68251E+03	 1.92976E+03
 3.68436E+03	 1.92926E+03
 3.68620E+03	 1.93122E+03
 3.68804E+03	 1.93036E+03
 3.68989E+03	 1.93730E+03
 3.69173E+03	 1.93110E+03
 3.69357E+03	 1.93312E+03
 3.69541E+03	 1.93336E+03
 3.69725E+03	 1.92218E+03
 3.69909E+03	 1.92680E+03
 3.70093E+03	 1.92074E+03
 3.70277E+03	 1.92146E+03
 3.70461E+03	 1.92256E+03
 3.70645E+03	 1.92254E+03
 3.70829E+03	 1.92454E+03
 3.71013E+03	 1.92386E+03
 3.71197E+03	 1.92134E+03
 3.71380E+03	 1.91630E+03
 3.71564E+03	 1.91646E+03
 3.71747E+03	 1.91352E+03
 3.71931E+03	 1.91324E+03
 3.72115E+03	 1.90838E+03
 3.72298E+03	 1.92320E+03
 3.72481E+03	 1.91494E+03
 3.72665E+03	 1.92202E+03
 3.72848E+03	 1.91546E+03
 3.73031E+03	 1.91842E+03
 3.73214E+03	 1.91364E+03
