//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 750 2,5dpa anneal.wip
GraphName = REFEL Si 750 2,5dpa 1100--Spectrum--026--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 3145.30000002328
PositionY = 9593.00000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 750 2,5dpa 1100--Spectrum--026--Spec.Data 1
 3.47670E+03	 1.49698E+03
 3.47860E+03	 1.49734E+03
 3.48050E+03	 1.49478E+03
 3.48239E+03	 1.49482E+03
 3.48429E+03	 1.49446E+03
 3.48618E+03	 1.49492E+03
 3.48808E+03	 1.49688E+03
 3.48997E+03	 1.49438E+03
 3.49187E+03	 1.50040E+03
 3.49376E+03	 1.49750E+03
 3.49565E+03	 1.49872E+03
 3.49755E+03	 1.49826E+03
 3.49944E+03	 1.49372E+03
 3.50133E+03	 1.49524E+03
 3.50322E+03	 1.49700E+03
 3.50511E+03	 1.49532E+03
 3.50700E+03	 1.50044E+03
 3.50889E+03	 1.49802E+03
 3.51078E+03	 1.49954E+03
 3.51267E+03	 1.49668E+03
 3.51456E+03	 1.49862E+03
 3.51645E+03	 1.49976E+03
 3.51833E+03	 1.49658E+03
 3.52022E+03	 1.50228E+03
 3.52211E+03	 1.49866E+03
 3.52399E+03	 1.49332E+03
 3.52588E+03	 1.49716E+03
 3.52776E+03	 1.50056E+03
 3.52965E+03	 1.50152E+03
 3.53153E+03	 1.49904E+03
 3.53341E+03	 1.49892E+03
 3.53530E+03	 1.50560E+03
 3.53718E+03	 1.50216E+03
 3.53906E+03	 1.50068E+03
 3.54094E+03	 1.50160E+03
 3.54282E+03	 1.49936E+03
 3.54470E+03	 1.50192E+03
 3.54658E+03	 1.50316E+03
 3.54846E+03	 1.50382E+03
 3.55034E+03	 1.50400E+03
 3.55222E+03	 1.50438E+03
 3.55410E+03	 1.50292E+03
 3.55598E+03	 1.50448E+03
 3.55785E+03	 1.50528E+03
 3.55973E+03	 1.50554E+03
 3.56161E+03	 1.50428E+03
 3.56348E+03	 1.50200E+03
 3.56536E+03	 1.50856E+03
 3.56723E+03	 1.50088E+03
 3.56910E+03	 1.50748E+03
 3.57098E+03	 1.50614E+03
 3.57285E+03	 1.50332E+03
 3.57472E+03	 1.50550E+03
 3.57660E+03	 1.50548E+03
 3.57847E+03	 1.50624E+03
 3.58034E+03	 1.50528E+03
 3.58221E+03	 1.50876E+03
 3.58408E+03	 1.50896E+03
 3.58595E+03	 1.50694E+03
 3.58782E+03	 1.50710E+03
 3.58969E+03	 1.51194E+03
 3.59156E+03	 1.50688E+03
 3.59342E+03	 1.50938E+03
 3.59529E+03	 1.50926E+03
 3.59716E+03	 1.50668E+03
 3.59902E+03	 1.50638E+03
 3.60089E+03	 1.50930E+03
 3.60275E+03	 1.50850E+03
 3.60462E+03	 1.50306E+03
 3.60648E+03	 1.50570E+03
 3.60835E+03	 1.50984E+03
 3.61021E+03	 1.50990E+03
 3.61207E+03	 1.50986E+03
 3.61394E+03	 1.50812E+03
 3.61580E+03	 1.50936E+03
 3.61766E+03	 1.51386E+03
 3.61952E+03	 1.50616E+03
 3.62138E+03	 1.51246E+03
 3.62324E+03	 1.51036E+03
 3.62510E+03	 1.50764E+03
 3.62696E+03	 1.50810E+03
 3.62882E+03	 1.50884E+03
 3.63068E+03	 1.51224E+03
 3.63254E+03	 1.51218E+03
 3.63439E+03	 1.51192E+03
 3.63625E+03	 1.51212E+03
 3.63811E+03	 1.51196E+03
 3.63996E+03	 1.50798E+03
 3.64182E+03	 1.51230E+03
 3.64367E+03	 1.51298E+03
 3.64553E+03	 1.51366E+03
 3.64738E+03	 1.51378E+03
 3.64923E+03	 1.51574E+03
 3.65109E+03	 1.51306E+03
 3.65294E+03	 1.51554E+03
 3.65479E+03	 1.51356E+03
 3.65664E+03	 1.51762E+03
 3.65849E+03	 1.51498E+03
 3.66034E+03	 1.51374E+03
 3.66219E+03	 1.51480E+03
 3.66404E+03	 1.51626E+03
 3.66589E+03	 1.51632E+03
 3.66774E+03	 1.51526E+03
 3.66959E+03	 1.51570E+03
 3.67144E+03	 1.51650E+03
 3.67328E+03	 1.51596E+03
 3.67513E+03	 1.51660E+03
 3.67698E+03	 1.51722E+03
 3.67882E+03	 1.51700E+03
 3.68067E+03	 1.52004E+03
 3.68251E+03	 1.51584E+03
 3.68436E+03	 1.51624E+03
 3.68620E+03	 1.52086E+03
 3.68804E+03	 1.52054E+03
 3.68989E+03	 1.52060E+03
 3.69173E+03	 1.52066E+03
 3.69357E+03	 1.52018E+03
 3.69541E+03	 1.51942E+03
 3.69725E+03	 1.52248E+03
 3.69909E+03	 1.52406E+03
 3.70093E+03	 1.51878E+03
 3.70277E+03	 1.52240E+03
 3.70461E+03	 1.51766E+03
 3.70645E+03	 1.51696E+03
 3.70829E+03	 1.52490E+03
 3.71013E+03	 1.52082E+03
 3.71197E+03	 1.52264E+03
 3.71380E+03	 1.52092E+03
 3.71564E+03	 1.52406E+03
 3.71747E+03	 1.52016E+03
 3.71931E+03	 1.52496E+03
 3.72115E+03	 1.52060E+03
 3.72298E+03	 1.52412E+03
 3.72481E+03	 1.52222E+03
 3.72665E+03	 1.52136E+03
 3.72848E+03	 1.52256E+03
 3.73031E+03	 1.52430E+03
 3.73214E+03	 1.52614E+03
