//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Ne 300 2,5dpa anneal.wip
GraphName = REFEL Ne 300 2,5dpa-1200 s--Spectrum--036--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5713.80000002328
PositionY = 10044.0000000233
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Ne 300 2,5dpa-1200 s--Spectrum--036--Spec.Data 1
 3.50322E+03	 1.98696E+03
 3.50511E+03	 1.99310E+03
 3.50700E+03	 1.99818E+03
 3.50889E+03	 1.99160E+03
 3.51078E+03	 1.99466E+03
 3.51267E+03	 1.99816E+03
 3.51456E+03	 1.99934E+03
 3.51645E+03	 1.99538E+03
 3.51833E+03	 1.99868E+03
 3.52022E+03	 2.00018E+03
 3.52211E+03	 2.00094E+03
 3.52399E+03	 1.99890E+03
 3.52588E+03	 2.00264E+03
 3.52776E+03	 1.99804E+03
 3.52965E+03	 1.99988E+03
 3.53153E+03	 2.00734E+03
 3.53341E+03	 2.01054E+03
 3.53530E+03	 2.00530E+03
 3.53718E+03	 2.00212E+03
 3.53906E+03	 2.01138E+03
 3.54094E+03	 2.01150E+03
 3.54282E+03	 2.01338E+03
 3.54470E+03	 2.01548E+03
 3.54658E+03	 2.01434E+03
 3.54846E+03	 2.01588E+03
 3.55034E+03	 2.01376E+03
 3.55222E+03	 2.01402E+03
 3.55410E+03	 2.02296E+03
 3.55598E+03	 2.02084E+03
 3.55785E+03	 2.02732E+03
 3.55973E+03	 2.01970E+03
 3.56161E+03	 2.02478E+03
 3.56348E+03	 2.02868E+03
 3.56536E+03	 2.02152E+03
 3.56723E+03	 2.02176E+03
 3.56910E+03	 2.01856E+03
 3.57098E+03	 2.02656E+03
 3.57285E+03	 2.02504E+03
 3.57472E+03	 2.02246E+03
 3.57660E+03	 2.02664E+03
 3.57847E+03	 2.02458E+03
 3.58034E+03	 2.02938E+03
 3.58221E+03	 2.03034E+03
 3.58408E+03	 2.02614E+03
 3.58595E+03	 2.03002E+03
 3.58782E+03	 2.03864E+03
 3.58969E+03	 2.03138E+03
 3.59156E+03	 2.03496E+03
 3.59342E+03	 2.03324E+03
 3.59529E+03	 2.03214E+03
 3.59716E+03	 2.04052E+03
 3.59902E+03	 2.02982E+03
 3.60089E+03	 2.03248E+03
 3.60275E+03	 2.03360E+03
 3.60462E+03	 2.02844E+03
 3.60648E+03	 2.04306E+03
 3.60835E+03	 2.04098E+03
 3.61021E+03	 2.04344E+03
 3.61207E+03	 2.03938E+03
 3.61394E+03	 2.03112E+03
 3.61580E+03	 2.04420E+03
 3.61766E+03	 2.04728E+03
 3.61952E+03	 2.04252E+03
 3.62138E+03	 2.04678E+03
 3.62324E+03	 2.03728E+03
 3.62510E+03	 2.04854E+03
 3.62696E+03	 2.04680E+03
 3.62882E+03	 2.04898E+03
 3.63068E+03	 2.05426E+03
 3.63254E+03	 2.04658E+03
 3.63439E+03	 2.04258E+03
 3.63625E+03	 2.05104E+03
 3.63811E+03	 2.04744E+03
 3.63996E+03	 2.04722E+03
 3.64182E+03	 2.05266E+03
 3.64367E+03	 2.04728E+03
 3.64553E+03	 2.05516E+03
 3.64738E+03	 2.05426E+03
 3.64923E+03	 2.05722E+03
 3.65109E+03	 2.06380E+03
 3.65294E+03	 2.05772E+03
 3.65479E+03	 2.06766E+03
 3.65664E+03	 2.06646E+03
 3.65849E+03	 2.05682E+03
 3.66034E+03	 2.05980E+03
 3.66219E+03	 2.05310E+03
 3.66404E+03	 2.06048E+03
 3.66589E+03	 2.06762E+03
 3.66774E+03	 2.06416E+03
 3.66959E+03	 2.07338E+03
 3.67144E+03	 2.07168E+03
 3.67328E+03	 2.07134E+03
 3.67513E+03	 2.07156E+03
 3.67698E+03	 2.06818E+03
 3.67882E+03	 2.06566E+03
 3.68067E+03	 2.07298E+03
 3.68251E+03	 2.07054E+03
 3.68436E+03	 2.07292E+03
 3.68620E+03	 2.08356E+03
 3.68804E+03	 2.07790E+03
 3.68989E+03	 2.08014E+03
 3.69173E+03	 2.08080E+03
 3.69357E+03	 2.08252E+03
 3.69541E+03	 2.07950E+03
 3.69725E+03	 2.08268E+03
 3.69909E+03	 2.07940E+03
 3.70093E+03	 2.08114E+03
 3.70277E+03	 2.08620E+03
 3.70461E+03	 2.09000E+03
 3.70645E+03	 2.08526E+03
 3.70829E+03	 2.09498E+03
 3.71013E+03	 2.08582E+03
 3.71197E+03	 2.09100E+03
 3.71380E+03	 2.09014E+03
 3.71564E+03	 2.08386E+03
 3.71747E+03	 2.09756E+03
 3.71931E+03	 2.09088E+03
 3.72115E+03	 2.09228E+03
 3.72298E+03	 2.09550E+03
 3.72481E+03	 2.09072E+03
 3.72665E+03	 2.10300E+03
 3.72848E+03	 2.09676E+03
 3.73031E+03	 2.10116E+03
 3.73214E+03	 2.09418E+03
