//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Ne 300 2,5dpa anneal.wip
GraphName = REFEL Ne 300 2,5dpa-1100S--Spectrum--032--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5691.30000002328
PositionY = 10021.5000000233
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Ne 300 2,5dpa-1100S--Spectrum--032--Spec.Data 1
 3.44437E+03	 1.56728E+03
 3.44627E+03	 1.57058E+03
 3.44818E+03	 1.56504E+03
 3.45008E+03	 1.56930E+03
 3.45199E+03	 1.56852E+03
 3.45389E+03	 1.57086E+03
 3.45579E+03	 1.56628E+03
 3.45770E+03	 1.56742E+03
 3.45960E+03	 1.56936E+03
 3.46150E+03	 1.56848E+03
 3.46340E+03	 1.56960E+03
 3.46530E+03	 1.56890E+03
 3.46721E+03	 1.57666E+03
 3.46911E+03	 1.56870E+03
 3.47101E+03	 1.56674E+03
 3.47290E+03	 1.56926E+03
 3.47480E+03	 1.57362E+03
 3.47670E+03	 1.56796E+03
 3.47860E+03	 1.56774E+03
 3.48050E+03	 1.57364E+03
 3.48239E+03	 1.57344E+03
 3.48429E+03	 1.56844E+03
 3.48618E+03	 1.57014E+03
 3.48808E+03	 1.57826E+03
 3.48997E+03	 1.57204E+03
 3.49187E+03	 1.57158E+03
 3.49376E+03	 1.57598E+03
 3.49565E+03	 1.56870E+03
 3.49755E+03	 1.57508E+03
 3.49944E+03	 1.57364E+03
 3.50133E+03	 1.57152E+03
 3.50322E+03	 1.57684E+03
 3.50511E+03	 1.57288E+03
 3.50700E+03	 1.57142E+03
 3.50889E+03	 1.57344E+03
 3.51078E+03	 1.57500E+03
 3.51267E+03	 1.57768E+03
 3.51456E+03	 1.57126E+03
 3.51645E+03	 1.57520E+03
 3.51833E+03	 1.57738E+03
 3.52022E+03	 1.58276E+03
 3.52211E+03	 1.57636E+03
 3.52399E+03	 1.57970E+03
 3.52588E+03	 1.58538E+03
 3.52776E+03	 1.57860E+03
 3.52965E+03	 1.57850E+03
 3.53153E+03	 1.58302E+03
 3.53341E+03	 1.57740E+03
 3.53530E+03	 1.58124E+03
 3.53718E+03	 1.57920E+03
 3.53906E+03	 1.58250E+03
 3.54094E+03	 1.57930E+03
 3.54282E+03	 1.58134E+03
 3.54470E+03	 1.58802E+03
 3.54658E+03	 1.58040E+03
 3.54846E+03	 1.58400E+03
 3.55034E+03	 1.58206E+03
 3.55222E+03	 1.58676E+03
 3.55410E+03	 1.58630E+03
 3.55598E+03	 1.58534E+03
 3.55785E+03	 1.59086E+03
 3.55973E+03	 1.58802E+03
 3.56161E+03	 1.58080E+03
 3.56348E+03	 1.58458E+03
 3.56536E+03	 1.58806E+03
 3.56723E+03	 1.58308E+03
 3.56910E+03	 1.59040E+03
 3.57098E+03	 1.58728E+03
 3.57285E+03	 1.58564E+03
 3.57472E+03	 1.58626E+03
 3.57660E+03	 1.58980E+03
 3.57847E+03	 1.58414E+03
 3.58034E+03	 1.59088E+03
 3.58221E+03	 1.59022E+03
 3.58408E+03	 1.59066E+03
 3.58595E+03	 1.58976E+03
 3.58782E+03	 1.58992E+03
 3.58969E+03	 1.58642E+03
 3.59156E+03	 1.58448E+03
 3.59342E+03	 1.59012E+03
 3.59529E+03	 1.58492E+03
 3.59716E+03	 1.59600E+03
 3.59902E+03	 1.58894E+03
 3.60089E+03	 1.59284E+03
 3.60275E+03	 1.58942E+03
 3.60462E+03	 1.59620E+03
 3.60648E+03	 1.58664E+03
 3.60835E+03	 1.59202E+03
 3.61021E+03	 1.59082E+03
 3.61207E+03	 1.59046E+03
 3.61394E+03	 1.59576E+03
 3.61580E+03	 1.58928E+03
 3.61766E+03	 1.59236E+03
 3.61952E+03	 1.59718E+03
 3.62138E+03	 1.59394E+03
 3.62324E+03	 1.59146E+03
 3.62510E+03	 1.59242E+03
 3.62696E+03	 1.59298E+03
 3.62882E+03	 1.59380E+03
 3.63068E+03	 1.59554E+03
 3.63254E+03	 1.59112E+03
 3.63439E+03	 1.59306E+03
 3.63625E+03	 1.59588E+03
 3.63811E+03	 1.59714E+03
 3.63996E+03	 1.59642E+03
 3.64182E+03	 1.59748E+03
 3.64367E+03	 1.59934E+03
 3.64553E+03	 1.59662E+03
 3.64738E+03	 1.59732E+03
 3.64923E+03	 1.59816E+03
 3.65109E+03	 1.59756E+03
 3.65294E+03	 1.60258E+03
 3.65479E+03	 1.59730E+03
 3.65664E+03	 1.59674E+03
 3.65849E+03	 1.59928E+03
 3.66034E+03	 1.60376E+03
 3.66219E+03	 1.59732E+03
 3.66404E+03	 1.59972E+03
 3.66589E+03	 1.60576E+03
 3.66774E+03	 1.59978E+03
 3.66959E+03	 1.60030E+03
 3.67144E+03	 1.60272E+03
 3.67328E+03	 1.60060E+03
 3.67513E+03	 1.60386E+03
 3.67698E+03	 1.60372E+03
 3.67882E+03	 1.60554E+03
 3.68067E+03	 1.60324E+03
 3.68251E+03	 1.60350E+03
 3.68436E+03	 1.60530E+03
 3.68620E+03	 1.60492E+03
 3.68804E+03	 1.61316E+03
 3.68989E+03	 1.60766E+03
 3.69173E+03	 1.61012E+03
 3.69357E+03	 1.60512E+03
 3.69541E+03	 1.60840E+03
 3.69725E+03	 1.60842E+03
 3.69909E+03	 1.60974E+03
 3.70093E+03	 1.60806E+03
 3.70277E+03	 1.60540E+03
 3.70461E+03	 1.60844E+03
 3.70645E+03	 1.61018E+03
 3.70829E+03	 1.60416E+03
 3.71013E+03	 1.60774E+03
 3.71197E+03	 1.61424E+03
 3.71380E+03	 1.60636E+03
 3.71564E+03	 1.60692E+03
 3.71747E+03	 1.61240E+03
 3.71931E+03	 1.60986E+03
 3.72115E+03	 1.61118E+03
 3.72298E+03	 1.61232E+03
 3.72481E+03	 1.61140E+03
 3.72665E+03	 1.61568E+03
 3.72848E+03	 1.61470E+03
 3.73031E+03	 1.61170E+03
 3.73214E+03	 1.61694E+03
